article_id,DOI,journal_name,title
7078,https://doi.org/10.1016/j.brat.2011.10.006,BEHAVIOUR RESEARCH AND THERAPY,Adolescent threat-related interpretive bias and its modification: The moderating role of regulatory control
3286,https://doi.org/10.1017/S0033291711002157,PSYCHOLOGICAL MEDICINE,Volume increases in putamen associated with positive symptom reduction in previously drug-naive schizophrenia after 6 weeks antipsychotic treatment
985,https://doi.org/10.1111/j.2044-8341.2011.02040.x,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,Incorporating spirituality in psychosocial group intervention for women undergoing in vitro fertilization: A prospective randomized controlled study
2486,https://doi.org/10.1177/1073191112446655,ASSESSMENT,Development of Abbreviated Nine-Item Forms of the Raven's Standard Progressive Matrices Test
5947,https://doi.org/10.3109/09638237.2011.613955,JOURNAL OF MENTAL HEALTH,Using attachment theory in medical settings: Implications for primary care physicians
4721,https://doi.org/10.1080/00223891.2011.627960,JOURNAL OF PERSONALITY ASSESSMENT,Universal Worth: Construct and Scale Development
542,https://doi.org/10.1016/j.aip.2012.06.002,ARTS IN PSYCHOTHERAPY,Areas of concern in psychiatric music therapy: A descriptive analysis
5589,https://doi.org/10.1037/a0027323,JOURNAL OF PSYCHOTHERAPY INTEGRATION,Postscript
5996,https://doi.org/10.1177/1098300711410702,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,The Effects of Prompting Appropriate Behavior on the Off-Task Behavior of Two Middle School Students
5013,https://doi.org/10.1037/a0024623,PSYCHOLOGICAL ASSESSMENT,Co-Occurring Mental Health and Substance Use Problems in Offenders: Implications for Risk Assessment
3631,https://doi.org/10.1037/a0025487,JOURNAL OF ABNORMAL PSYCHOLOGY,Error Monitoring Dysfunction Across the Illness Course of Schizophrenia
5225,https://doi.org/10.1016/j.addbeh.2011.10.009,ADDICTIVE BEHAVIORS,Do drinking motives mediate the association between sexual assault and problem drinking?
5322,https://doi.org/10.1037/a0026414,PSYCHOLOGICAL SERVICES,Predictors of Posttraumatic Stress Disorder and Other Psychological Symptoms in Trauma-Exposed Firefighters
6232,https://doi.org/10.1016/j.addbeh.2011.09.009,ADDICTIVE BEHAVIORS,Depression among regular heroin users: The influence of gender
1975,https://doi.org/10.1017/S1355617712000616,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,Neuropsychological Outcomes of US Veterans with Report of Remote Blast-Related Concussion and Current Psychopathology
6535,https://doi.org/10.2753/IMH0020-7411410401,INTERNATIONAL JOURNAL OF MENTAL HEALTH,Experiences of Social Inclusion and Employment of Mental Health Service Users in a European Union Project
4494,https://doi.org/NA,COGNITIVE AND BEHAVIORAL PRACTICE,Health Behavior Theories and Research: Implications for Suicidal individuals' Treatment Linkage and Adherence
6412,https://doi.org/10.1080/07421656.2012.683739,ART THERAPY,Efficacy of Group Art Therapy on Depressive Symptoms in Adult Heterogeneous Psychiatric Outpatients
5813,https://doi.org/10.1093/arclin/acr088,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,Estimating Base Rates of Impairment in Neuropsychological Test Batteries: A Comparison of Quantitative Models
2867,https://doi.org/10.1017/S1041610212000087,INTERNATIONAL PSYCHOGERIATRICS,Alcohol use and depression from middle age to the oldest old: gender is more important than age
5642,https://doi.org/10.1007/s12671-011-0073-2,MINDFULNESS,"Competence in Teaching Mindfulness-Based Courses: Concepts, Development and Assessment"
1625,https://doi.org/10.1016/j.brat.2012.05.006,BEHAVIOUR RESEARCH AND THERAPY,Effectiveness of a manualized imagery rehearsal therapy for patients suffering from nightmare disorders with and without a comorbidity of depression or PTSD
2085,https://doi.org/10.3109/0167482X.2012.706342,JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY,"""Sexual pleasure on equal terms"": young women's ideal sexual situations"
6307,https://doi.org/10.1080/15401383.2012.710172,JOURNAL OF CREATIVITY IN MENTAL HEALTH,CREATING SPACE FOR CONNECTION: CREATIVITY IN THE CLASSROOM
5915,https://doi.org/10.1111/j.2044-8260.2011.02011.x,BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,A qualitative comparison of psychotic-like phenomena in clinical and non-clinical populations
2094,https://doi.org/10.1007/s12529-011-9172-7,INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,Dyadic Goal Appraisal During Treatment for Infertility: How Do Different Perspectives Relate to Partners' Adjustment?
3359,https://doi.org/10.1017/S1352465811000701,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,Preliminary Evaluation of an Online Training Package in Cognitive Behaviour Therapy: Satisfaction Ratings and Impact on Knowledge and Confidence
4955,https://doi.org/10.1080/09084282.2011.643936,APPLIED NEUROPSYCHOLOGY-ADULT,"The Use of Psychometrists in Clinical Neuropsychology: History, Current Status, and Future Directions"
1488,https://doi.org/10.1037/a0027001,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,Predictors and Moderators of Response to Cognitive Behavioral Therapy and Medication for the Treatment of Binge Eating Disorder
868,https://doi.org/NA,BEHAVIOR ANALYSIS IN PRACTICE,Training Novice Instructors to Implement Errorless Discrete-Trial Teaching: A Sequential Analysis
376,https://doi.org/10.1080/17522439.2011.596566,PSYCHOSIS-PSYCHOLOGICAL SOCIAL AND INTEGRATIVE APPROACHES,Voice hearing in a biographical context: A model for formulating the relationship between voices and life history
2869,https://doi.org/10.1017/S1041610211002948,INTERNATIONAL PSYCHOGERIATRICS,Anxiety and depression are associated with coping strategies in caregivers of Alzheimer's disease patients: results from the MALAGA-AD study
280,https://doi.org/10.1037/a0029976,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,Preliminary Evidence for Lowered Basal Cortisol in a Naturalistic Sample of Methamphetamine Polydrug Users
981,https://doi.org/10.1016/j.jsat.2012.07.007,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Linkage into specialist hepatitis C treatment services of injecting drug users attending a needle syringe program-based primary healthcare centre
5524,https://doi.org/10.1017/S0033291711001541,PSYCHOLOGICAL MEDICINE,The effects of puberty on genetic risk for disordered eating: evidence for a sex difference
715,https://doi.org/10.1017/S003329171200044X,PSYCHOLOGICAL MEDICINE,Environmental influences predominate in remission from alcohol use disorder in young adult twins
5345,https://doi.org/10.1002/jts.21660,JOURNAL OF TRAUMATIC STRESS,"Multiple traumas, postelection violence, and posttraumatic stress among impoverished Kenyan youth"
6350,https://doi.org/10.1080/08975353.2012.679899,JOURNAL OF FAMILY PSYCHOTHERAPY,Assisted Reproductive Technologies and World Religions: Implications for Couples Therapy
1372,https://doi.org/NA,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,INTERPERSONAL MECHANISMS IN THE RELATIONSHIPS BETWEEN DEPENDENCY/SELF-CRITICISM AND DEPRESSIVE SYMPTOMS IN TAIWANESE UNDERGRAUATES: A PROSPECTIVE STUDY
1825,https://doi.org/10.4088/JCP.12m07770,JOURNAL OF CLINICAL PSYCHIATRY,Further Evidence for Robust Familiality of Pediatric Bipolar I Disorder: Results From a Very Large Controlled Family Study of Pediatric Bipolar I Disorder and a Meta-Analysis
605,https://doi.org/10.1080/10503307.2012.709325,PSYCHOTHERAPY RESEARCH,Is a self-rated instrument appropriate to assess mentalization in patients with mental disorders? Development and first validation of the Mentalization Questionnaire (MZQ)
1828,https://doi.org/10.4088/JCP.12m07674,JOURNAL OF CLINICAL PSYCHIATRY,Examining the Proposed Disruptive Mood Dysregulation Disorder Diagnosis in Children in the Longitudinal Assessment of Manic Symptoms Study
3373,https://doi.org/10.1037/a0025505,PSYCHOLOGICAL ASSESSMENT,Multicultural Mastery Scale for Youth: Multidimensional Assessment of Culturally Mediated Coping Strategies
3936,https://doi.org/10.1016/j.jsat.2011.09.013,JOURNAL OF SUBSTANCE ABUSE TREATMENT,"The effect of social desirability on reported motivation, substance use severity, and treatment attendance"
4032,https://doi.org/10.3109/0167482X.2012.677877,JOURNAL OF PSYCHOSOMATIC OBSTETRICS AND GYNECOLOGY,Existential experiences and needs related to induced abortion in a group of Swedish women: a quantitative investigation
2813,https://doi.org/10.1111/j.1752-0606.2012.00290.x,JOURNAL OF MARITAL AND FAMILY THERAPY,Exploring the Influence of the Attachment Organizations of Novice Therapists on their Delivery of Emotionally Focused Therapy for Couples
4743,https://doi.org/10.1002/jclp.21828,JOURNAL OF CLINICAL PSYCHOLOGY,Depression and Anxiety Among Coronary Heart Disease Patients: Can Affect Dimensions and Theory Inform Diagnostic Disorder-Based Screening?
6801,https://doi.org/10.1080/13803395.2012.692771,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,Antisaccade performance in Korsakoff patients reveals deficits in oculomotor inhibition
5893,https://doi.org/10.1037/a0026361,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,Attendance and Substance Use Outcomes for the Seeking Safety Program: Sometimes Less Is More
4255,https://doi.org/10.1002/erv.1131,EUROPEAN EATING DISORDERS REVIEW,Motivation-focused Treatment for Eating Disorders: A Sequential Trial of Enhanced Cognitive Behaviour Therapy with and without Preceding Motivation-Focused Therapy
928,https://doi.org/10.1007/s10608-011-9377-8,COGNITIVE THERAPY AND RESEARCH,Evaluating Distress Tolerance Measures: Interrelations and Associations with Impulsive Behaviors
978,https://doi.org/10.1016/j.jsat.2012.06.001,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Effect of quality chronic disease management for alcohol and drug dependence on addiction outcomes
2983,https://doi.org/10.1080/15374416.2012.654463,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,Personality Predispositions to Depression in Children of Affectively-Ill Parents: The Buffering Role of Self-Esteem
4749,https://doi.org/10.1002/jclp.21827,JOURNAL OF CLINICAL PSYCHOLOGY,Estimating WAIS-IV Indexes: Proration Versus Linear Scaling in a Clinical Sample
5498,https://doi.org/10.1016/j.jsat.2011.10.018,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Resources and training in outpatient substance abuse treatment facilities
3614,https://doi.org/10.1017/S1041610212000014,INTERNATIONAL PSYCHOGERIATRICS,Individualized guidelines for the management of aggression in dementia - Part 1: key concepts
1078,https://doi.org/10.1002/jts.21731,JOURNAL OF TRAUMATIC STRESS,Pharmacological Secondary Prevention of PTSD in Youth: Challenges and Opportunities for Advancement
2562,https://doi.org/10.1016/j.jbtep.2012.05.007,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,Effects of depression on reward-based decision making and variability of action in probabilistic learning
6684,https://doi.org/10.2753/IMH0020-7411410102,INTERNATIONAL JOURNAL OF MENTAL HEALTH,Twenty Years of Mental Health Policies in Chile Lessons and Challenges
6531,https://doi.org/10.1891/0889-8391.26.3.236,JOURNAL OF COGNITIVE PSYCHOTHERAPY,Childhood Experiences and Adult Beliefs in Obsessive-Compulsive Disorder: Evaluating a Specific Etiological Model
1647,https://doi.org/10.1007/s10865-011-9383-z,JOURNAL OF BEHAVIORAL MEDICINE,Risk factors for missed HIV primary care visits among men who have sex with men
3037,https://doi.org/10.1002/jts.21701,JOURNAL OF TRAUMATIC STRESS,Benefit Finding at War: A Matter of Time
3337,https://doi.org/10.1016/j.aip.2012.02.006,ARTS IN PSYCHOTHERAPY,Exploring American Indian adolescents' needs through a community-driven study
5942,https://doi.org/10.3109/09638237.2011.629239,JOURNAL OF MENTAL HEALTH,Processes underlying treatment success and failure in assertive community treatment
6929,https://doi.org/10.1080/10640266.2012.654060,EATING DISORDERS,Effect of Non-Select Menus on Weight and Eating Concern in Adolescents Hospitalized With Anorexia Nervosa
3783,https://doi.org/10.1002/jclp.21845,JOURNAL OF CLINICAL PSYCHOLOGY,"The PTSD Checklist-Civilian Version: Reliability, Validity, and Factor Structure in a Nonclinical Sample"
2675,https://doi.org/10.4088/JCP.11m07624,JOURNAL OF CLINICAL PSYCHIATRY,Risk of Injurious Road Traffic Crash After Prescription of Antidepressants
4060,https://doi.org/10.1080/13854046.2011.650214,CLINICAL NEUROPSYCHOLOGIST,Cognitive Change Associated with Self-Reported Mild Traumatic Brain Injury Sustained During the OEF/OIF Conflicts
3666,https://doi.org/10.1080/14733145.2011.638080,COUNSELLING & PSYCHOTHERAPY RESEARCH,Counselling in the workplace: How time-limited counselling can effect change in well-being
1433,https://doi.org/NA,COGNITIVE AND BEHAVIORAL PRACTICE,Brief Acceptance and Commitment Therapy and Exposure for Panic Disorder: A Pilot Study
4716,https://doi.org/10.1080/13554794.2010.547503,NEUROCASE,Steroid-responsive encephalopathy subsequently associated with Alzheimer's disease pathology: A case series
2250,https://doi.org/10.1017/S0033291711003035,PSYCHOLOGICAL MEDICINE,Psychological and physiological effects of caring for patients with treatment-resistant depression
2121,https://doi.org/10.1080/10503307.2012.662608,PSYCHOTHERAPY RESEARCH,Is treatment in a day hospital step-down program superior to outpatient individual psychotherapy for patients with personality disorders? 36 months follow-up of a randomized clinical trial comparing different treatment modalities
3731,https://doi.org/10.1111/j.1752-0606.2011.00274.x,JOURNAL OF MARITAL AND FAMILY THERAPY,"Coming Out of the Dark: Content Analysis of Articles Pertaining to Gay, Lesbian, and Bisexual Issues in Couple and Family Therapy Journals"
335,https://doi.org/10.1016/j.eatbeh.2012.07.003,EATING BEHAVIORS,The food craving questionnaire-trait in a bariatric surgery seeking population and ability to predict post-surgery weight loss at six months
3118,https://doi.org/NA,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,"SOCIAL SUPPORT, SELF-REGULATION, AND RESILIENCE IN TWO POPULATIONS: GENERAL-POPULATION ADOLESCENTS AND ADULT CA NCER SURVIVORS"
1271,https://doi.org/10.1901/jaba.2012.45-565,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,THE INFLUENCE OF MOTIVATING OPERATIONS ON GENERALIZATION PROBES OF SPECIFIC MANDS BY CHILDREN WITH AUTISM\
6275,https://doi.org/10.1080/21507686.2012.717231,ASIA PACIFIC JOURNAL OF COUNSELLING AND PSYCHOTHERAPY,Diagnostic characteristics of care receivers with intellectual disabilities and the difficulty and burden experienced by family caregivers
1174,https://doi.org/10.1080/00223891.2012.669220,JOURNAL OF PERSONALITY ASSESSMENT,Personality Assessment Inventory (PAI) Profiles of Offenders and Their Relationship to Institutional Misconduct and Risk of Reconviction
5181,https://doi.org/10.1037/a0024701,HEALTH PSYCHOLOGY,"Posttraumatic Stress 18 Months Following Cardioverter Defibrillator Implantation: Shocks, Anxiety, and Personality"
5140,https://doi.org/10.1007/s10802-011-9572-9,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,"The Effects of Parental Depressive Symptoms, Appraisals, and Physical Punishment on Later Child Externalizing Behavior"
4778,https://doi.org/10.1007/s10508-012-9931-9,ARCHIVES OF SEXUAL BEHAVIOR,Is Sexual Concordance Related to Awareness of Physiological States?
983,https://doi.org/10.1017/S1041610212001329,INTERNATIONAL PSYCHOGERIATRICS,Predictors of health anxiety among older and young adults
4625,https://doi.org/10.1016/j.jsat.2011.08.002,JOURNAL OF SUBSTANCE ABUSE TREATMENT,Adding positive reinforcement in justice settings: Acceptability and feasibility
4178,https://doi.org/10.1016/j.bodyim.2012.01.006,BODY IMAGE,Body image satisfaction among Norwegian adolescents and young adults: A longitudinal study of the influence of interpersonal relationships and BMI
1235,https://doi.org/10.1177/0002764212458282,AMERICAN BEHAVIORAL SCIENTIST,Race and Gender Equity in Sports: Have White and African American Females Benefited Equally From Title IX?
6417,https://doi.org/10.1891/0889-8391.26.3.210,JOURNAL OF COGNITIVE PSYCHOTHERAPY,Unique Roles for Students in PractitionerFocused Doctoral Programs: Mentoring Practices for an Evolving Landscape
94,https://doi.org/10.4088/JCP.11m07038,JOURNAL OF CLINICAL PSYCHIATRY,Statin Use and Risk of Depression in Patients With Coronary Heart Disease: Longitudinal Data From the Heart and Soul Study
2378,https://doi.org/10.1901/jaba.2012.45-579,JOURNAL OF APPLIED BEHAVIOR ANALYSIS,TRIAL-BASED FUNCTIONAL ANALYSIS AND FUNCTIONAL COMMUNICATION TRAINING IN AN EARLY CHILDHOOD SETTING
5029,https://doi.org/10.1007/s11089-011-0412-1,PASTORAL PSYCHOLOGY,The Theological Anthropology of Young Adult Catholics in Postmodern America
5810,https://doi.org/10.1093/arclin/acr081,ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,Memory Complaints Inventory Results as a Function of Symptom Validity Test Performance
